day,oxygen,,,,,1/9/2023 13:34,0.18709677
1,0.14387095,,8pm everyday,,,1/9/2023 13:41,0.14774194
2,0.18258065,,,,,1/9/2023 13:48,0.1387097
3,0.17387097,,,,,1/9/2023 13:55,0.15741935
4,0.18096775,,,,,1/9/2023 14:02,0.15548387
5,0.14387095,,,,,1/9/2023 14:09,0.1516129
6,0.15225807,,,,,1/9/2023 14:16,0.14741936
7,0.15096775,,,,,1/9/2023 14:30,0.19387096
8,0.20774193,,,,,1/9/2023 14:44,0.1448387
9,0.19322582,,,,,1/9/2023 14:51,0.14580646
10,0.18096773,,,,,1/9/2023 14:58,0.16419354
,,,,,,1/9/2023 15:06,0.13516127
,,,,,,1/9/2023 15:41,0.18967742
,,,,,,1/9/2023 15:48,0.14967743
,,,,,,1/9/2023 15:55,0.15903226
,,,,,,1/9/2023 16:02,0.1183871
,,,,,,1/9/2023 16:16,0.23161289
,,,,,,1/9/2023 16:23,0.1335484
,,,,,,1/9/2023 16:30,0.16741937
,,,,,,1/9/2023 16:37,0.1748387
,,,,,,1/9/2023 16:44,0.112903215
,,,,,,1/9/2023 16:52,0.14903225
,,,,,,1/9/2023 17:55,0.15548387
,,,,,,1/9/2023 18:02,0.14225806
,,,,,,1/9/2023 18:09,0.12774193
,,,,,,1/9/2023 18:16,0.14451614
,,,,,,1/9/2023 18:23,0.15258065
,,,,,,1/9/2023 18:30,0.15870968
,,,,,,1/9/2023 18:38,0.15193549
,,,,,,1/9/2023 18:45,0.17806451
,,,,,,1/9/2023 18:52,0.15935485
,,,,,,1/9/2023 18:59,0.15774193
,,,,,,1/9/2023 19:06,0.17258063
,,,,,,1/9/2023 19:13,0.15
,,,,,,1/9/2023 19:20,0.13903224
,,,,,,1/9/2023 19:27,0.15451613
,,,,,,1/9/2023 19:41,0.17032258
,,,,,,1/9/2023 19:48,0.17548387
,,,,,,1/9/2023 19:55,0.17806453
,,,,,,1/9/2023 20:02,0.14387095
,,,,,,1/9/2023 20:09,0.18451613
,,,,,,1/9/2023 20:16,0.1464516
,,,,,,1/9/2023 20:24,0.19806454
,,,,,,1/9/2023 20:31,0.15258065
,,,,,,1/9/2023 20:38,0.1167742
,,,,,,1/9/2023 20:52,0.16580644
,,,,,,1/9/2023 20:59,0.12032257
,,,,,,1/9/2023 21:06,0.18387096
,,,,,,1/9/2023 21:20,0.16483872
,,,,,,1/9/2023 21:27,0.13387096
,,,,,,1/9/2023 21:34,0.13903226
,,,,,,1/9/2023 21:41,0.20483871
,,,,,,1/9/2023 21:48,0.13548386
,,,,,,1/9/2023 22:03,0.13580644
,,,,,,1/9/2023 22:10,0.15290323
,,,,,,1/9/2023 22:24,0.15903226
,,,,,,1/9/2023 22:31,0.14903226
,,,,,,1/9/2023 22:38,0.16225807
,,,,,,1/9/2023 22:45,0.17935485
,,,,,,1/9/2023 22:52,0.1983871
,,,,,,1/9/2023 22:59,0.15258065
,,,,,,1/9/2023 23:06,0.20870967
,,,,,,1/9/2023 23:20,0.17419355
,,,,,,1/9/2023 23:27,0.1467742
,,,,,,1/9/2023 23:34,0.22032258
,,,,,,1/9/2023 23:41,0.18645161
,,,,,,1/9/2023 23:49,0.16483872
,,,,,,1/9/2023 23:56,0.20064516
,,,,,,2/9/2023 0:03,0.18935485
,,,,,,2/9/2023 0:10,0.17419356
,,,,,,2/9/2023 0:17,0.16096774
,,,,,,2/9/2023 0:31,0.18193547
,,,,,,2/9/2023 0:38,0.13193549
,,,,,,2/9/2023 0:45,0.16645162
,,,,,,2/9/2023 0:52,0.15161291
,,,,,,2/9/2023 1:13,0.15870968
,,,,,,2/9/2023 1:20,0.16483872
,,,,,,2/9/2023 1:28,0.1383871
,,,,,,2/9/2023 1:49,0.13774194
,,,,,,2/9/2023 1:56,0.18580645
,,,,,,2/9/2023 2:03,0.14193548
,,,,,,2/9/2023 2:10,0.21774192
,,,,,,2/9/2023 2:17,0.13677418
,,,,,,2/9/2023 2:24,0.19645162
,,,,,,2/9/2023 2:38,0.18129033
,,,,,,2/9/2023 2:45,0.19225806
,,,,,,2/9/2023 2:52,0.19258064
,,,,,,2/9/2023 3:00,0.15451613
,,,,,,2/9/2023 3:14,0.1416129
,,,,,,2/9/2023 3:21,0.20387097
,,,,,,2/9/2023 3:28,0.1183871
,,,,,,2/9/2023 3:35,0.15096773
,,,,,,2/9/2023 3:49,0.16580644
,,,,,,2/9/2023 3:56,0.1951613
,,,,,,2/9/2023 4:03,0.17225805
,,,,,,2/9/2023 4:10,0.14935485
,,,,,,2/9/2023 4:17,0.16516128
,,,,,,2/9/2023 4:24,0.17774193
,,,,,,2/9/2023 4:32,0.13387096
,,,,,,2/9/2023 4:39,0.16290322
,,,,,,2/9/2023 4:46,0.12741935
,,,,,,2/9/2023 4:53,0.14677419
,,,,,,2/9/2023 5:00,0.14580646
,,,,,,2/9/2023 5:07,0.13612902
,,,,,,2/9/2023 5:14,0.16677418
,,,,,,2/9/2023 5:21,0.18096775
,,,,,,2/9/2023 5:28,0.1387097
,,,,,,2/9/2023 5:35,0.17225806
,,,,,,2/9/2023 5:42,0.1696774
,,,,,,2/9/2023 5:49,0.19612904
,,,,,,2/9/2023 5:56,0.19000001
,,,,,,2/9/2023 6:04,0.16354838
,,,,,,2/9/2023 6:11,0.1483871
,,,,,,2/9/2023 6:18,0.17935483
,,,,,,2/9/2023 6:25,0.17999999
,,,,,,2/9/2023 6:32,0.13903226
,,,,,,2/9/2023 6:39,0.17354839
,,,,,,2/9/2023 6:46,0.15129033
,,,,,,2/9/2023 6:53,0.19548388
,,,,,,2/9/2023 7:00,0.13193549
,,,,,,2/9/2023 7:07,0.15161291
,,,,,,2/9/2023 7:14,0.14774193
,,,,,,2/9/2023 7:29,0.16096774
,,,,,,2/9/2023 7:36,0.17193548
,,,,,,2/9/2023 7:50,0.18774195
,,,,,,2/9/2023 7:57,0.19096775
,,,,,,2/9/2023 8:04,0.16064516
,,,,,,2/9/2023 8:11,0.17290322
,,,,,,2/9/2023 8:18,0.16
,,,,,,2/9/2023 8:25,0.16258064
,,,,,,2/9/2023 8:32,0.15516129
,,,,,,2/9/2023 8:39,0.17645161
,,,,,,2/9/2023 8:46,0.1680645
,,,,,,2/9/2023 8:53,0.17129031
,,,,,,2/9/2023 9:01,0.19903226
,,,,,,2/9/2023 9:15,0.18387096
,,,,,,2/9/2023 9:22,0.19548388
,,,,,,2/9/2023 9:29,0.14032258
,,,,,,2/9/2023 9:43,0.16709676
,,,,,,2/9/2023 9:57,0.16129032
,,,,,,2/9/2023 10:04,0.1732258
,,,,,,2/9/2023 10:54,0.12774193
,,,,,,2/9/2023 11:01,0.16870968
,,,,,,2/9/2023 11:08,0.20967743
,,,,,,2/9/2023 11:15,0.17741935
,,,,,,2/9/2023 11:22,0.15774193
,,,,,,2/9/2023 11:29,0.18096775
,,,,,,2/9/2023 11:36,0.16096774
,,,,,,2/9/2023 11:43,0.16354838
,,,,,,2/9/2023 11:50,0.1816129
,,,,,,2/9/2023 11:57,0.13580646
,,,,,,2/9/2023 12:04,0.20129032
,,,,,,2/9/2023 12:11,0.15483871
,,,,,,2/9/2023 12:19,0.15161291
,,,,,,2/9/2023 12:33,0.13225807
,,,,,,2/9/2023 12:40,0.18483873
,,,,,,2/9/2023 12:54,0.16548386
,,,,,,2/9/2023 13:08,0.15290321
,,,,,,2/9/2023 13:36,0.14548388
,,,,,,2/9/2023 13:58,0.15354839
,,,,,,2/9/2023 14:05,0.16580644
,,,,,,2/9/2023 14:19,0.14
,,,,,,2/9/2023 14:26,0.21193549
,,,,,,2/9/2023 14:33,0.17258066
,,,,,,2/9/2023 14:40,0.17774193
,,,,,,2/9/2023 14:47,0.20032258
,,,,,,2/9/2023 14:54,0.16903225
,,,,,,2/9/2023 15:01,0.12967741
,,,,,,2/9/2023 15:08,0.16516128
,,,,,,2/9/2023 15:29,0.14096774
,,,,,,2/9/2023 15:37,0.15967742
,,,,,,2/9/2023 15:44,0.17290321
,,,,,,2/9/2023 15:51,0.1432258
,,,,,,2/9/2023 16:05,0.14645162
,,,,,,2/9/2023 16:12,0.13258064
,,,,,,2/9/2023 16:19,0.18451612
,,,,,,2/9/2023 16:26,0.19806452
,,,,,,2/9/2023 16:33,0.1951613
,,,,,,2/9/2023 16:40,0.18225807
,,,,,,2/9/2023 16:47,0.14290322
,,,,,,2/9/2023 16:54,0.19096774
,,,,,,2/9/2023 17:01,0.1919355
,,,,,,2/9/2023 17:08,0.15967742
,,,,,,2/9/2023 17:15,0.1816129
,,,,,,2/9/2023 17:22,0.17258064
,,,,,,2/9/2023 17:30,0.14612904
,,,,,,2/9/2023 17:37,0.18258065
,,,,,,2/9/2023 17:44,0.14193548
,,,,,,2/9/2023 17:51,0.13806452
,,,,,,2/9/2023 17:58,0.16032259
,,,,,,2/9/2023 18:05,0.17258063
,,,,,,2/9/2023 18:12,0.14870968
,,,,,,2/9/2023 18:19,0.15548387
,,,,,,2/9/2023 18:33,0.19806452
,,,,,,2/9/2023 18:47,0.18129031
,,,,,,2/9/2023 18:54,0.15258065
,,,,,,2/9/2023 19:01,0.20096774
,,,,,,2/9/2023 19:09,0.18838711
,,,,,,2/9/2023 19:16,0.16903225
,,,,,,2/9/2023 19:23,0.16193548
,,,,,,2/9/2023 19:30,0.14129034
,,,,,,2/9/2023 19:37,0.17935483
,,,,,,2/9/2023 19:44,0.16935483
,,,,,,2/9/2023 19:51,0.16225806
,,,,,,2/9/2023 20:05,0.18258065
,,,,,,2/9/2023 20:12,0.18870968
,,,,,,2/9/2023 20:19,0.14129032
,,,,,,2/9/2023 20:26,0.18290323
,,,,,,2/9/2023 20:33,0.13258065
,,,,,,2/9/2023 20:40,0.14612903
,,,,,,2/9/2023 20:47,0.15064517
,,,,,,2/9/2023 20:54,0.14548388
,,,,,,2/9/2023 21:02,0.18645161
,,,,,,2/9/2023 21:16,0.16612902
,,,,,,2/9/2023 21:23,0.14322582
,,,,,,2/9/2023 21:30,0.17129032
,,,,,,2/9/2023 21:37,0.15612903
,,,,,,2/9/2023 21:44,0.12709677
,,,,,,2/9/2023 21:51,0.18032259
,,,,,,2/9/2023 21:58,0.16870967
,,,,,,2/9/2023 22:05,0.18354838
,,,,,,2/9/2023 22:12,0.17096774
,,,,,,2/9/2023 22:19,0.16129032
,,,,,,2/9/2023 22:26,0.20548387
,,,,,,2/9/2023 22:33,0.13774194
,,,,,,2/9/2023 22:40,0.15064517
,,,,,,2/9/2023 22:48,0.17354839
,,,,,,2/9/2023 22:55,0.15096775
,,,,,,2/9/2023 23:02,0.14709678
,,,,,,2/9/2023 23:09,0.1716129
,,,,,,2/9/2023 23:16,0.17870967
,,,,,,2/9/2023 23:23,0.16354838
,,,,,,2/9/2023 23:30,0.16516128
,,,,,,2/9/2023 23:37,0.1532258
,,,,,,2/9/2023 23:44,0.14193548
,,,,,,2/9/2023 23:51,0.17161289
,,,,,,2/9/2023 23:59,0.15903226
,,,,,,3/9/2023 0:13,0.16064517
,,,,,,3/9/2023 0:20,0.1380645
,,,,,,3/9/2023 0:27,0.21741934
,,,,,,3/9/2023 0:34,0.12967743
,,,,,,3/9/2023 0:41,0.22548385
,,,,,,3/9/2023 0:48,0.17612901
,,,,,,3/9/2023 0:55,0.124193534
,,,,,,3/9/2023 1:02,0.18677418
,,,,,,3/9/2023 1:09,0.14870967
,,,,,,3/9/2023 1:16,0.18451613
,,,,,,3/9/2023 1:23,0.13354838
,,,,,,3/9/2023 1:30,0.18999998
,,,,,,3/9/2023 1:38,0.14774194
,,,,,,3/9/2023 1:45,0.19516128
,,,,,,3/9/2023 1:52,0.16290323
,,,,,,3/9/2023 1:59,0.15354839
,,,,,,3/9/2023 2:06,0.19225807
,,,,,,3/9/2023 2:20,0.14967743
,,,,,,3/9/2023 2:34,0.15129033
,,,,,,3/9/2023 2:41,0.14096774
,,,,,,3/9/2023 2:48,0.18290322
,,,,,,3/9/2023 2:55,0.12870967
,,,,,,3/9/2023 3:03,0.17580645
,,,,,,3/9/2023 3:10,0.14967741
,,,,,,3/9/2023 3:17,0.19161291
,,,,,,3/9/2023 3:24,0.13064517
,,,,,,3/9/2023 3:31,0.13870968
,,,,,,3/9/2023 3:38,0.13774194
,,,,,,3/9/2023 3:45,0.16935484
,,,,,,3/9/2023 3:52,0.16935483
,,,,,,3/9/2023 3:59,0.16645162
,,,,,,3/9/2023 4:06,0.16258064
,,,,,,3/9/2023 4:13,0.21258065
,,,,,,3/9/2023 4:20,0.13516128
,,,,,,3/9/2023 4:27,0.15129033
,,,,,,3/9/2023 4:34,0.17290322
,,,,,,3/9/2023 4:42,0.14645162
,,,,,,3/9/2023 4:49,0.14032258
,,,,,,3/9/2023 4:56,0.15225807
,,,,,,3/9/2023 5:03,0.14258066
,,,,,,3/9/2023 5:10,0.17354839
,,,,,,3/9/2023 5:17,0.17290321
,,,,,,3/9/2023 5:24,0.19645162
,,,,,,3/9/2023 5:31,0.1383871
,,,,,,3/9/2023 5:38,0.17999999
,,,,,,3/9/2023 5:45,0.19967742
,,,,,,3/9/2023 5:52,0.1483871
,,,,,,3/9/2023 5:59,0.1696774
,,,,,,3/9/2023 6:06,0.17193547
,,,,,,3/9/2023 6:14,0.17677417
,,,,,,3/9/2023 6:21,0.17935485
,,,,,,3/9/2023 6:28,0.16451612
,,,,,,3/9/2023 6:35,0.12193549
,,,,,,3/9/2023 6:42,0.20354839
,,,,,,3/9/2023 6:49,0.1451613
,,,,,,3/9/2023 6:56,0.15129031
,,,,,,3/9/2023 7:03,0.15258065
,,,,,,3/9/2023 7:10,0.19161291
,,,,,,3/9/2023 7:17,0.20290323
,,,,,,3/9/2023 7:24,0.19096772
,,,,,,3/9/2023 7:31,0.16064516
,,,,,,3/9/2023 7:38,0.21032257
,,,,,,3/9/2023 7:45,0.11774194
,,,,,,3/9/2023 7:53,0.16741934
,,,,,,3/9/2023 8:00,0.17967741
,,,,,,3/9/2023 8:14,0.21
,,,,,,3/9/2023 8:21,0.13129032
,,,,,,3/9/2023 8:28,0.15290323
,,,,,,3/9/2023 8:35,0.16354838
,,,,,,3/9/2023 8:42,0.18548389
,,,,,,3/9/2023 8:49,0.18838708
,,,,,,3/9/2023 8:56,0.14870968
,,,,,,3/9/2023 9:03,0.18129031
,,,,,,3/9/2023 9:10,0.12548387
,,,,,,3/9/2023 9:17,0.18096773
,,,,,,3/9/2023 9:25,0.1483871
,,,,,,3/9/2023 9:32,0.13967742
,,,,,,3/9/2023 9:39,0.16419354
,,,,,,3/9/2023 9:46,0.17903225
,,,,,,3/9/2023 9:53,0.14967743
,,,,,,3/9/2023 10:00,0.114193544
,,,,,,3/9/2023 10:07,0.19806452
,,,,,,3/9/2023 10:14,0.12483871
,,,,,,3/9/2023 10:21,0.17774191
,,,,,,3/9/2023 10:28,0.1264516
,,,,,,3/9/2023 10:35,0.19612904
,,,,,,3/9/2023 10:42,0.1680645
,,,,,,3/9/2023 10:50,0.18193549
,,,,,,3/9/2023 10:57,0.16580647
,,,,,,3/9/2023 11:04,0.14580646
,,,,,,3/9/2023 11:11,0.17096773
,,,,,,3/9/2023 11:25,0.15903226
,,,,,,3/9/2023 11:32,0.12870967
,,,,,,3/9/2023 11:39,0.15548387
,,,,,,3/9/2023 11:46,0.17774194
,,,,,,3/9/2023 11:53,0.12935485
,,,,,,3/9/2023 12:00,0.15774193
,,,,,,3/9/2023 12:07,0.13548388
,,,,,,3/9/2023 12:15,0.16354838
,,,,,,3/9/2023 12:22,0.14032257
,,,,,,3/9/2023 12:29,0.1483871
,,,,,,3/9/2023 12:36,0.17709678
,,,,,,3/9/2023 12:43,0.12709677
,,,,,,3/9/2023 12:50,0.120967746
,,,,,,3/9/2023 12:57,0.13354841
,,,,,,3/9/2023 13:04,0.17741936
,,,,,,3/9/2023 13:11,0.14290322
,,,,,,3/9/2023 13:18,0.13548386
,,,,,,3/9/2023 13:25,0.1651613
,,,,,,3/9/2023 13:32,0.1748387
,,,,,,3/9/2023 13:46,0.18354838
,,,,,,3/9/2023 13:54,0.15193547
,,,,,,3/9/2023 14:01,0.12258065
,,,,,,3/9/2023 14:08,0.19193548
,,,,,,3/9/2023 14:15,0.15419355
,,,,,,3/9/2023 14:22,0.12709677
,,,,,,3/9/2023 14:36,0.12806451
,,,,,,3/9/2023 14:43,0.1967742
,,,,,,3/9/2023 14:50,0.16903226
,,,,,,3/9/2023 14:57,0.14322582
,,,,,,3/9/2023 15:04,0.14516129
,,,,,,3/9/2023 15:11,0.17645161
,,,,,,3/9/2023 15:18,0.18419354
,,,,,,3/9/2023 15:25,0.13935484
,,,,,,3/9/2023 15:33,0.13903226
,,,,,,3/9/2023 15:40,0.1435484
,,,,,,3/9/2023 15:47,0.16322581
,,,,,,3/9/2023 16:01,0.16225807
,,,,,,3/9/2023 16:08,0.10677419
,,,,,,3/9/2023 16:15,0.15354839
,,,,,,3/9/2023 16:22,0.12548387
,,,,,,3/9/2023 16:29,0.18451613
,,,,,,3/9/2023 16:36,0.21419355
,,,,,,3/9/2023 16:43,0.1848387
,,,,,,3/9/2023 16:50,0.16096774
,,,,,,3/9/2023 16:57,0.1616129
,,,,,,3/9/2023 17:05,0.16290322
,,,,,,3/9/2023 17:12,0.19064517
,,,,,,3/9/2023 17:19,0.17935483
,,,,,,3/9/2023 17:26,0.17419355
,,,,,,3/9/2023 17:33,0.17999999
,,,,,,3/9/2023 17:40,0.19258064
,,,,,,3/9/2023 17:47,0.1483871
,,,,,,3/9/2023 17:54,0.15935484
,,,,,,3/9/2023 18:01,0.16451614
,,,,,,3/9/2023 18:15,0.23258063
,,,,,,3/9/2023 18:22,0.21548387
,,,,,,3/9/2023 18:29,0.1632258
,,,,,,3/9/2023 18:36,0.17032257
,,,,,,3/9/2023 18:43,0.12677419
,,,,,,3/9/2023 18:51,0.16612905
,,,,,,3/9/2023 18:58,0.14096774
,,,,,,3/9/2023 19:05,0.15870968
,,,,,,3/9/2023 19:26,0.14935485
,,,,,,3/9/2023 19:33,0.17322579
,,,,,,3/9/2023 19:40,0.15645161
,,,,,,3/9/2023 19:47,0.17870967
,,,,,,3/9/2023 19:54,0.20258065
,,,,,,3/9/2023 20:01,0.17387097
,,,,,,3/9/2023 20:08,0.17290321
,,,,,,3/9/2023 20:15,0.16387096
,,,,,,3/9/2023 20:22,0.17419355
,,,,,,3/9/2023 20:30,0.17419355
,,,,,,3/9/2023 20:37,0.19290322
,,,,,,3/9/2023 20:44,0.19741936
,,,,,,3/9/2023 20:51,0.1419355
,,,,,,3/9/2023 20:58,0.18741935
,,,,,,3/9/2023 21:05,0.13967742
,,,,,,3/9/2023 21:12,0.16709676
,,,,,,3/9/2023 21:19,0.16096774
,,,,,,3/9/2023 21:26,0.16451612
,,,,,,3/9/2023 21:33,0.13322581
,,,,,,3/9/2023 21:40,0.16709678
,,,,,,3/9/2023 21:47,0.13677418
,,,,,,3/9/2023 21:54,0.16548388
,,,,,,3/9/2023 22:01,0.18645161
,,,,,,3/9/2023 22:16,0.16677418
,,,,,,3/9/2023 22:23,0.1919355
,,,,,,3/9/2023 22:44,0.17193547
,,,,,,3/9/2023 22:51,0.1632258
,,,,,,3/9/2023 22:58,0.15129033
,,,,,,3/9/2023 23:05,0.18225807
,,,,,,3/9/2023 23:12,0.18032257
,,,,,,3/9/2023 23:19,0.17419355
,,,,,,3/9/2023 23:26,0.17032258
,,,,,,3/9/2023 23:33,0.16064516
,,,,,,3/9/2023 23:41,0.17225805
,,,,,,3/9/2023 23:48,0.17677419
,,,,,,3/9/2023 23:55,0.13580646
,,,,,,4/9/2023 0:02,0.19870968
,,,,,,4/9/2023 0:09,0.15064518
,,,,,,4/9/2023 0:16,0.18516128
,,,,,,4/9/2023 0:30,0.13354838
,,,,,,4/9/2023 0:37,0.15290323
,,,,,,4/9/2023 0:52,0.16612905
,,,,,,4/9/2023 0:59,0.23354837
,,,,,,4/9/2023 1:06,0.21903226
,,,,,,4/9/2023 1:13,0.18064517
,,,,,,4/9/2023 1:20,0.15741935
,,,,,,4/9/2023 1:27,0.19290322
,,,,,,4/9/2023 1:34,0.18967742
,,,,,,4/9/2023 1:41,0.16
,,,,,,4/9/2023 1:48,0.15483871
,,,,,,4/9/2023 1:55,0.20387097
,,,,,,4/9/2023 2:02,0.16580646
,,,,,,4/9/2023 2:09,0.15193549
,,,,,,4/9/2023 2:16,0.120322585
,,,,,,4/9/2023 2:24,0.11870968
,,,,,,4/9/2023 2:31,0.16
,,,,,,4/9/2023 2:38,0.1980645
,,,,,,4/9/2023 2:45,0.14290324
,,,,,,4/9/2023 2:52,0.18612903
,,,,,,4/9/2023 2:59,0.15096775
,,,,,,4/9/2023 3:06,0.17451611
,,,,,,4/9/2023 3:13,0.17741935
,,,,,,4/9/2023 3:20,0.13032258
,,,,,,4/9/2023 3:27,0.15064517
,,,,,,4/9/2023 3:34,0.17967743
,,,,,,4/9/2023 3:41,0.20483871
,,,,,,4/9/2023 3:48,0.18612903
,,,,,,4/9/2023 3:55,0.19967742
,,,,,,4/9/2023 4:03,0.18193549
,,,,,,4/9/2023 4:10,0.19
,,,,,,4/9/2023 4:17,0.16548386
,,,,,,4/9/2023 4:24,0.13387099
,,,,,,4/9/2023 4:31,0.13774194
,,,,,,4/9/2023 4:38,0.17483869
,,,,,,4/9/2023 4:45,0.13419355
,,,,,,4/9/2023 4:52,0.17870967
,,,,,,4/9/2023 4:59,0.14967743
,,,,,,4/9/2023 5:06,0.12709679
,,,,,,4/9/2023 5:13,0.17225806
,,,,,,4/9/2023 5:20,0.15741935
,,,,,,4/9/2023 5:27,0.12741935
,,,,,,4/9/2023 5:35,0.15419355
,,,,,,4/9/2023 5:42,0.11935483
,,,,,,4/9/2023 5:49,0.14161292
,,,,,,4/9/2023 5:56,0.16064516
,,,,,,4/9/2023 6:03,0.16032258
,,,,,,4/9/2023 6:10,0.17774193
,,,,,,4/9/2023 6:17,0.15580645
,,,,,,4/9/2023 6:24,0.15645161
,,,,,,4/9/2023 6:31,0.14645162
,,,,,,4/9/2023 6:38,0.13064517
,,,,,,4/9/2023 6:45,0.15612903
,,,,,,4/9/2023 6:52,0.16935486
,,,,,,4/9/2023 6:59,0.13032259
,,,,,,4/9/2023 7:07,0.20806451
,,,,,,4/9/2023 7:14,0.17096774
,,,,,,4/9/2023 7:21,0.13032259
,,,,,,4/9/2023 7:28,0.1351613
,,,,,,4/9/2023 7:35,0.22838707
,,,,,,4/9/2023 7:42,0.16225806
,,,,,,4/9/2023 7:49,0.16709678
,,,,,,4/9/2023 7:56,0.15225808
,,,,,,4/9/2023 8:03,0.1932258
,,,,,,4/9/2023 8:17,0.17032257
,,,,,,4/9/2023 8:24,0.12161291
,,,,,,4/9/2023 8:31,0.16612902
,,,,,,4/9/2023 8:53,0.15645161
,,,,,,4/9/2023 9:00,0.13225807
,,,,,,4/9/2023 9:07,0.15870968
,,,,,,4/9/2023 9:14,0.16064516
,,,,,,4/9/2023 9:21,0.20161292
,,,,,,4/9/2023 9:28,0.11161289
,,,,,,4/9/2023 9:35,0.17774193
,,,,,,4/9/2023 9:42,0.17903227
,,,,,,4/9/2023 9:49,0.19419354
,,,,,,4/9/2023 9:56,0.20129034
,,,,,,4/9/2023 10:03,0.1467742
,,,,,,4/9/2023 10:10,0.18806452
,,,,,,4/9/2023 10:17,0.14870967
,,,,,,4/9/2023 10:25,0.16419354
,,,,,,4/9/2023 10:32,0.19870968
,,,,,,4/9/2023 10:46,0.2148387
,,,,,,4/9/2023 11:00,0.18419354
,,,,,,4/9/2023 11:14,0.18838711
,,,,,,4/9/2023 11:21,0.15322581
,,,,,,4/9/2023 11:42,0.14290324
